title,category,type
bayar pdam tiap bulan,tagihan,pengeluaran
americano susu,minuman,pengeluaran
order air kelapa,minuman,pengeluaran
byr air bulan ini,tagihan,pengeluaran
beli sampo di supemarket,belanja,pengeluaran
makan di tongseng,makanan,pengeluaran
bayar kos,tagihan,pengeluaran
terima hadiah dari saudara,hadiah,pemasukan
beli minuman milk tea,minuman,pengeluaran
konser rame-rame,hiburan,pengeluaran
pdam bulan ini,tagihan,pengeluaran
sabun bliblli,belanja,pengeluaran
beli pullsa indosat,tagihan,pengeluaran
beli tripod di supermraket,belanja,pengeluaran
menang giveaway,hadiah,pemasukan
mie rebus di kantin,makanan,pengeluaran
naik indriver,transport,pengeluaran
belanja buku,belanja,pengeluaran
tahu gooreng siang tadi,makanan,pengeluaran
uang mgang adri persuahaan,gaji,pemasukan
airsaia ke bali,transport,pengeluaran
bnous tahunan dari proyek,gaji,pemasukan
jajan bakmi,makanan,pengeluaran
naik ojek online ke pasar,transport,pengeluaran
parfum bibli,belanja,pengeluaran
susu pagi,minuman,pengeluaran
bayar asuransi,tagihan,pengeluaran
beli resep di apotek,kesehatan,pengeluaran
kuota indsoat,tagihan,pengeluaran
pesan air kelapa,minuman,pengeluaran
perpaanjang netflix,hiburan,pengeluaran
uang maang,gaji,pemasukan
angpau daari rotu,hadiah,pemasukan
naik bus trans,transport,pengeluaran
nik go ride ke gym,transport,pengeluaran
sarapan di mall,makanan,pengeluaran
sewa mootr,hiburan,pengeluaran
anpao lebaran,hadiah,pemasukan
langganan spotify bluanan,hiburan,pengeluaran
gajji kontrak,gaji,pemasukan
gojek ke bengkel,transport,pengeluaran
bayar iruan rw,tagihan,pengeluaran
beli di flash cofffee,minuman,pengeluaran
beli ikan di pasar,belanja,pengeluaran
angpaao lebaran,hadiah,pemasukan
kereta api ke pasar,transport,pengeluaran
tiet nonton film,hiburan,pengeluaran
bayar cicilan motor,tagihan,pengeluaran
fried chicken pagi tadi,makanan,pengeluaran
ikan bakar di kantor,makanan,pengeluaran
ayam goreng di food court,makanan,pengeluaran
bayar sewa kamar bulan lalu,tagihan,pengeluaran
lion air ke jakarta,transport,pengeluaran
beli sampo di supermarket,belanja,pengeluaran
sewa sepdea,hiburan,pengeluaran
ayam penyet di rumah makan,makanan,pengeluaran
rejekki darri teman,hadiah,pemasukan
karaoke sama tmean,hiburan,pengeluaran
steak malam ini,makanan,pengeluaran
beli pket internet,tagihan,pengeluaran
tunjangan transort via transfer,gaji,pemasukan
ayam geprek di mall,makanan,pengeluaran
salarry dr proyek,gaji,pemasukan
bayaran freelance,gaji,pemasukan
beli pubg mobile,hiburan,pengeluaran
mie pedas,makanan,pengeluaran
lrt ke bengkel,transport,pengeluaran
tiket kereta pulang,transport,pengeluaran
go ride pp,transport,pengeluaran
bayar kartu kredit bulanan,tagihan,pengeluaran
thr dr ortu,hadiah,pemasukan
main yoga,hiburan,pengeluaran
beli rendang,makanan,pengeluaran
beli kaos abru,belanja,pengeluaran
bensin mobil,transport,pengeluaran
buku tokopedia,belanja,pengeluaran
ebi cgv,hiburan,pengeluaran
honor kerja dari kantor,gaji,pemasukan
bayar wifi bulan lalu,tagihan,pengeluaran
point coffee,minuman,pengeluaran
beli puubg mobile,hiburan,pengeluaran
angpau lebaraan,hadiah,pemasukan
bayar listrik bulanan,tagihan,pengeluaran
lazada,belanja,pengeluaran
terima gaji dari perusahaan,gaji,pemasukan
jakket bukalapak,belanja,pengeluaran
renang mingguan,hiburan,pengeluaran
minum kopi hitam,minuman,pengeluaran
bayar langganan tol,transport,pengeluaran
order susu,minuman,pengeluaran
nonton karaaoke,hiburan,pengeluaran
notnon festival,hiburan,pengeluaran
bakso di rumah makan,makanan,pengeluaran
bakso di food court,makanan,pengeluaran
langganan tol,transport,pengeluaran
villa ke bandung,hiburan,pengeluaran
bayar tagihan air bulan lalu,tagihan,pengeluaran
juara lomba ulng tahun,hadiah,pemasukan
steam bulanan,hiburan,pengeluaran
beli kaos baru,belanja,pengeluaran
extra joss,minuman,pengeluaran
dikirimi uang dr keluarga,hadiah,pemasukan
bayaran freelance bulan ini,gaji,pemasukan
bayar myrepubblic tiap bulan,tagihan,pengeluaran
naik blue bird ke bandara,transport,pengeluaran
bayar pln bulan lalu,tagihan,pengeluaran
tas bukalapak,belanja,pengeluaran
tiiet nonton film,hiburan,pengeluaran
belanja di pasar rtadisional,belanja,pengeluaran
uag kos,tagihan,pengeluaran
soto ayam di restoran,makanan,pengeluaran
cap cay bareng keluarga,makanan,pengeluaran
angpau dari ortu,hadiah,pemasukan
cashack gopay dari ortu,hadiah,pemasukan
bpjs mandiri,tagihan,pengeluaran
minum minuman boba,minuman,pengeluaran
free fire bulanan,hiburan,pengeluaran
taksi online ke kampus,transport,pengeluaran
mcdonalds,makanan,pengeluaran
ngopi jus mangga,minuman,pengeluaran
gajji pkook,gaji,pemasukan
satte ayam di kantin,makanan,pengeluaran
tiet xxi sama teman,hiburan,pengeluaran
gaji ke--13 via trransfer,gaji,pemasukan
kentang goreng pagi tadi,makanan,pengeluaran
ramen di mall,makanan,pengeluaran
beli daging,belanja,pengeluaran
lemon tea dingin,minuman,pengeluaran
vitamin c rutin,kesehatan,pengeluaran
aibnb ke bali,hiburan,pengeluaran
ancol ke bandunng,hiburan,pengeluaran
graab motor sore,transport,pengeluaran
paket three,tagihan,pengeluaran
hand sannitzer,kesehatan,pengeluaran
earrphone shopee,belanja,pengeluaran
bayar servis motor,transport,pengeluaran
kemeja bukalapak,belanja,pengeluaran
fried chicken di warteg,makanan,pengeluaran
oat milk latte dingin,minuman,pengeluaran
beli masekr,kesehatan,pengeluaran
bayar sewa rumah,tagihan,pengeluaran
beli ibuprofen di apotik,kesehatan,pengeluaran
order nasi ayam bareng teman,makanan,pengeluaran
naik maxim ke mall,transport,pengeluaran
beli resep di guardian,kesehatan,pengeluaran
sabun shopee,belanja,pengeluaran
nasi padang di kantor,makanan,pengeluaran
bayar pdam tiiap bulan,tagihan,pengeluaran
thai milk tea,minuman,pengeluaran
watosn langganan,kesehatan,pengeluaran
air putih sambil nugas,minuman,pengeluaran
beli aksesoris hp di tokopedia,belanja,pengeluaran
kwetiau bareng keluarga,makanan,pengeluaran
tunjangan knerja via transfer,gaji,pemasukan
beli obat rutin,kesehatan,pengeluaran
dapat transferan,hadiah,pemasukan
pesan mie goreng,makanan,pengeluaran
naik whoosh ke rumah,transport,pengeluaran
beli tas di alfamart,belanja,pengeluaran
beli obat tiap bulan,kesehatan,pengeluaran
poin reward dari teman,hadiah,pemasukan
gaji kantor,gaji,pemasukan
thr lebaran,hadiah,pemasukan
bayar grbcar,transport,pengeluaran
transfer gaji dr perusahaan,gaji,pemasukan
isi pertalite mobbil,transport,pengeluaran
beli makanan ansi uduk,makanan,pengeluaran
beli kemeja di blili,belanja,pengeluaran
bayaran ke rekening,gaji,pemasukan
belanja sandal,belanja,pengeluaran
gaaji pertama dr perusahaan,gaji,pemasukan
beli ayam geprek,makanan,pengeluaran
byr laboratorium,kesehatan,pengeluaran
hand sannitizer,kesehatan,pengeluaran
bayar cciilan moibl,tagihan,pengeluaran
minum sussu segar,minuman,pengeluaran
beli xxi,hiburan,pengeluaran
uang magang dari persuahaan,gaji,pemasukan
perpanjang viu,hiburan,pengeluaran
terima gaji bulan ini,gaji,pemasukan
komisi dari perusahaan,gaji,pemasukan
alkohol,kesehatan,pengeluaran
jajan kwetiau,makanan,pengeluaran
top up gamme,hiburan,pengeluaran
gaaji harian bulan ini,gaji,pemasukan
baayar hbo go,hiburan,pengeluaran
pemasukan gaji sudah cair,gaji,pemasukan
apket smartfren,tagihan,pengeluaran
uaph lembur dari klin,gaji,pemasukan
top up gopay games,hiburan,pengeluaran
bayar bpjs,tagihan,pengeluaran
parkir mobil,transport,pengeluaran
main billiard,hiburan,pengeluaran
bayar langganan vidio,hiburan,pengeluaran
bayar usg,kesehatan,pengeluaran
frappuccino buat kerja,minuman,pengeluaran
beli skincare di shopee,belanja,pengeluaran
beli obat batuk di apotik,kesehatan,pengeluaran
beli earphone di indomaret,belanja,pengeluaran
ngoppi di kenangan signature,minuman,pengeluaran
tikket museum ke bandung,hiburan,pengeluaran
agpu lebaran,hadiah,pemasukan
gaji diteirma dari klien,gaji,pemasukan
fore coffee,minuman,pengeluaran
hoel booking,hiburan,pengeluaran
grab motor ke stasiun,transport,pengeluaran
dapat cashback dai om,hadiah,pemasukan
naik grabcar ke terminal,transport,pengeluaran
langganan vdio,hiburan,pengeluaran
kebab siang tadi,makanan,pengeluaran
taman wisata sama keluarga,hiburan,pengeluaran
laptop shopee,belanja,pengeluaran
kuota axis,tagihan,pengeluaran
beli vitamin di apotik,kesehatan,pengeluaran
beli shawarma,makanan,pengeluaran
minum jus alpukat,minuman,pengeluaran
airbnb ke bai,hiburan,pengeluaran
beli minuman cincau,minuman,pengeluaran
pesan tempe goeng,makanan,pengeluaran
uang waiaan,hadiah,pemasukan
beli jaket di blibli,belanja,pengeluaran
sarapan di food court,makanan,pengeluaran
tipod shopee,belanja,pengeluaran
beli makanan rendang,makanan,pengeluaran
tunjangan kinerja dari perusahaan,gaji,pemasukan
ikan bakar di rumah makan,makanan,pengeluaran
dapat sumbangan dari ortu,hadiah,pemasukan
ojek online pagi,transport,pengeluaran
beli hp di indomaret,belanja,pengeluaran
belanja mingguan,belanja,pengeluaran
kaos bliilbi,belanja,pengeluaran
tas otkopedia,belanja,pengeluaran
pakaian blibli,belanja,pengeluaran
beli hand santiizer online,kesehatan,pengeluaran
tiket cinemaxx,hiburan,pengeluaran
pesan jus bah,minuman,pengeluaran
bayar kos bulanan,tagihan,pengeluaran
haadiah meennang dari teman,hadiah,pemasukan
pesan ikan bakar,makanan,pengeluaran
dapat sumbangan,hadiah,pemasukan
order oat milk latte,minuman,pengeluaran
kimia farmma,kesehatan,pengeluaran
belanja di hypermarket,belanja,pengeluaran
tongseng siang tadi,makanan,pengeluaran
beli bahan pokok di supermarket,belanja,pengeluaran
wisata sama teman,hiburan,pengeluaran
salay dr pryoek,gaji,pemasukan
slip gaji suah cair,gaji,pemasukan
martabak telur pagi tadi,makanan,pengeluaran
trip,hiburan,pengeluaran
beli bju di mall,belanja,pengeluaran
jajan sushi malam ini,makanan,pengeluaran
order soto betawi di rumah makan,makanan,pengeluaran
masuk gaji ke rekenig,gaji,pemasukan
jajan batagor,makanan,pengeluaran
beli pulsa byu,tagihan,pengeluaran
pesan thai tea,minuman,pengeluaran
reward atdi,hadiah,pemasukan
order ayam baakar,makanan,pengeluaran
beli minuman susu,minuman,pengeluaran
beli makanan rotti bakar,makanan,pengeluaran
beli elektronik di mall,belanja,pengeluaran
tiket pesawat,transport,pengeluaran
pesan minuman koppi,minuman,pengeluaran
beli minuman brown suggar boba,minuman,pengeluaran
jajan,makanan,pengeluaran
argo bromo ke terminal,transport,pengeluaran
gaji freelance dari kantor,gaji,pemasukan
naik whoosh ke pasar,transport,pengeluaran
beli bajigur,minuman,pengeluaran
beli mainaan di bukalapak,belanja,pengeluaran
beli minuman frappuccino,minuman,pengeluaran
dapat kado dari om,hadiah,pemasukan
sampo bkalapk,belanja,pengeluaran
beli kimia farma di guardian,kesehatan,pengeluaran
gjai lembur dari proyek,gaji,pemasukan
beli mouse di lazada,belanja,pengeluaran
bakso urat siang tadi,makanan,pengeluaran
beli beras di supermarket,belanja,pengeluaran
mainan blibli,belanja,pengeluaran
belanja kamera,belanja,pengeluaran
appe music,hiburan,pengeluaran
indomie di restoran,makanan,pengeluaran
jus bauh,minuman,pengeluaran
taksi online tadi,transport,pengeluaran
makan roti canai,makanan,pengeluaran
kopi dalgona point coffee,minuman,pengeluaran
dapat gaji sudah cair,gaji,pemasukan
ahdiah odorprizze dari keluarga,hadiah,pemasukan
prepaid listrik,tagihan,pengeluaran
beli minuman kopi,minuman,pengeluaran
gaji masuk bulan ini,gaji,pemasukan
minum susu,minuman,pengeluaran
konsul dokter gigi,kesehatan,pengeluaran
langganan wetv,hiburan,pengeluaran
nasi ayam,makanan,pengeluaran
guardian,kesehatan,pengeluaran
minum boba,minuman,pengeluaran
top up free fire,hiburan,pengeluaran
gaji magang bulan ini,gaji,pemasukan
hero,belanja,pengeluaran
bayar lrt,transport,pengeluaran
beli bahan pokok di pasar,belanja,pengeluaran
teriima hadiah dari saudara,hadiah,pemasukan
beli kaos,belanja,pengeluaran
gajian sudah cair,gaji,pemasukan
beli kepiting pagi tadi,makanan,pengeluaran
fee drai perusahaan,gaji,pemasukan
naik argo bromo,transport,pengeluaran
pesan air mineral,minuman,pengeluaran
grab car ke bandara,transport,pengeluaran
ojol,transport,pengeluaran
gaji mingguan bulan ini,gaji,pemasukan
hp,belanja,pengeluaran
kopi kekinian,minuman,pengeluaran
bayar biaya rumah sakit,kesehatan,pengeluaran
vitamin tiiap bulan,kesehatan,pengeluaran
bpjs bluanan,tagihan,pengeluaran
bayar asruansi kesehatan bulan lalu,tagihan,pengeluaran
tiket xxi sama pacar,hiburan,pengeluaran
beli peralatan dapur di mall,belanja,pengeluaran
ramen di rumah makan,makanan,pengeluaran
belli topi di tokopedia,belanja,pengeluaran
argo broo,transport,pengeluaran
ung lembur dari bos,gaji,pemasukan
dapat duit ulaang tahun,hadiah,pemasukan
beli cinemaxx,hiburan,pengeluaran
commuter line ke sekolah,transport,pengeluaran
pesan makan sate padang di restoran,makanan,pengeluaran
perpanang prime video,hiburan,pengeluaran
krl ke kampus,transport,pengeluaran
susu segar sore tadi,minuman,pengeluaran
bonus knerja,gaji,pemasukan
rendang,makanan,pengeluaran
yakult dingin,minuman,pengeluaran
beli minuman espresso,minuman,pengeluaran
beli pakaian,belanja,pengeluaran
kfc,makanan,pengeluaran
vitamin,kesehatan,pengeluaran
makan mie gacoan,makanan,pengeluaran
bayar bpjs bulan lau,tagihan,pengeluaran
masuk gaji bulan ini,gaji,pemasukan
ayam kremes bareng keluarga,makanan,pengeluaran
aung mgang,gaji,pemasukan
flight ke medan,transport,pengeluaran
tomoro coffee,minuman,pengeluaran
taro milk tea pgi,minuman,pengeluaran
biznet bulan ini,tagihan,pengeluaran
beli top up roblox,hiburan,pengeluaran
ban motor,transport,pengeluaran
hadiah menang dr temman,hadiah,pemasukan
futsal,hiburan,pengeluaran
jajan soto ayam,makanan,pengeluaran
nonton konser,hiburan,pengeluaran
beli ramen,makanan,pengeluaran
beli parfum baru,belanja,pengeluaran
gaji ke rekning via transfer,gaji,pemasukan
free fie bulanan,hiburan,pengeluaran
beli kemeja di lazada,belanja,pengeluaran
pesan smotohie,minuman,pengeluaran
cashback goapay darri tante,hadiah,pemasukan
beli aksesoris hp di indomaret,belanja,pengeluaran
tiket kereta tiap hari,transport,pengeluaran
bus trans ke bengkel,transport,pengeluaran
hadiah leebaran,hadiah,pemasukan
dooprize dr teman,hadiah,pemasukan
order martabak mnis,makanan,pengeluaran
bayar seewa kamar bulan lalu,tagihan,pengeluaran
blibli,belanja,pengeluaran
kebab di kantor,makanan,pengeluaran
hadiiah dari saudra,hadiah,pemasukan
kuooota xl,tagihan,pengeluaran
gojek pagi,transport,pengeluaran
upah kerja cair,gaji,pemasukan
bayar ban mtor,transport,pengeluaran
tambal gigi,kesehatan,pengeluaran
dikasih diut,hadiah,pemasukan
masuk gaji sudah cair,gaji,pemasukan
milkshake,minuman,pengeluaran
hadiah giveaway dari teman,hadiah,pemasukan
roblox,hiburan,pengeluaran
minum teh hijau,minuman,pengeluaran
beli makanan baakso di kantor,makanan,pengeluaran
earphone tokopedia,belanja,pengeluaran
ayam geprek di kantor,makanan,pengeluaran
bayar transjakarta,transport,pengeluaran
agji lembur dari bos,gaji,pemasukan
rejekki dari teman,hadiah,pemasukan
periksa ke dokter gigi,kesehatan,pengeluaran
prime vieo,hiburan,pengeluaran
biaya tambal ban,transport,pengeluaran
beli minuman kelapa muda,minuman,pengeluaran
mkn di lalapan,makanan,pengeluaran
belli alat tulis,belanja,pengeluaran
epsan grab malam,transport,pengeluaran
bowling mingguan,hiburan,pengeluaran
kontrak rumah,tagihan,pengeluaran
warung makan,makanan,pengeluaran
dapat transferan dari teman,hadiah,pemasukan
iuran sampah tiap ublan,tagihan,pengeluaran
bayar bpjs mandiri bulan lalu,tagihan,pengeluaran
sate,makanan,pengeluaran
bayar go car,transport,pengeluaran
tunjangan jabatan,gaji,pemasukan
pesan grab pagi,transport,pengeluaran
ahdiah uang dari keluarga,hadiah,pemasukan
reawrd dari om,hadiah,pemasukan
beli nonton bioskop,hiburan,pengeluaran
doorprize tak terduga,hadiah,pemasukan
biaya vaksinasi,kesehatan,pengeluaran
taman wisata ke bali,hiburan,pengeluaran
unag thr keluarga,hadiah,pemasukan
order ketupat,makanan,pengeluaran
roti bakar siang tadi,makanan,pengeluaran
ngopi di goola,minuman,pengeluaran
langganan hbo go ublanan,hiburan,pengeluaran
beli minuman energi,minuman,pengeluaran
internet,tagihan,pengeluaran
byr spotify,hiburan,pengeluaran
pelita air ke makassar,transport,pengeluaran
hadiah poin ulang tahun,hadiah,pemasukan
dapat duit,hadiah,pemasukan
gaji lembur ke rekening,gaji,pemasukan
beli sapmo di lazada,belanja,pengeluaran
terrima kado,hadiah,pemasukan
wifi bulan lau,tagihan,pengeluaran
pesan makan ketoprak,makanan,pengeluaran
gado-gado bareng teman,makanan,pengeluaran
belanja kemeja,belanja,pengeluaran
thgn air,tagihan,pengeluaran
belanja di family amrt,belanja,pengeluaran
pesan geprek bensu,makanan,pengeluaran
beli ibuprofen di kimia farma,kesehatan,pengeluaran
naik grab moor pulang,transport,pengeluaran
grab moor,transport,pengeluaran
suu segar pagi,minuman,pengeluaran
tagihan internet bulan lalu,tagihan,pengeluaran
pesan mnman es kopi susu,minuman,pengeluaran
angpau lebaran,hadiah,pemasukan
konsultasi tambal gigi,kesehatan,pengeluaran
naik angkot ke kantor,transport,pengeluaran
order dimsum,makanan,pengeluaran
tas blibli,belanja,pengeluaran
rejeeki dari teman,hadiah,pemasukan
naik grab motor ke stasiun,transport,pengeluaran
upah harian,gaji,pemasukan
tamaan wisata ke jgoja,hiburan,pengeluaran
nasi uduk di restoran,makanan,pengeluaran
reeward dari om,hadiah,pemasukan
beli pralatan,belanja,pengeluaran
oat milk,minuman,pengeluaran
fried chicken,makanan,pengeluaran
naik grab tadi,transport,pengeluaran
bayar vaaksin,kesehatan,pengeluaran
order shawarma,makanan,pengeluaran
pesan kebab di kantor,makanan,pengeluaran
dapat dit lebaran,hadiah,pemasukan
ngopi air kelapa,minuman,pengeluaran
makan soto ayam,makanan,pengeluaran
beli suplemen,kesehatan,pengeluaran
sop iga di kantin,makanan,pengeluaran
byaran kerja bulan ini,gaji,pemasukan
boking travelloka hotel,hiburan,pengeluaran
nasi box malam ini,makanan,pengeluaran
vitamin d,kesehatan,pengeluaran
wahana ke jogja,hiburan,pengeluaran
tunjangan jabatan bulan ini,gaji,pemasukan
gai pertama dari perusahaan,gaji,pemasukan
bayaaran dari bos,gaji,pemasukan
pertamax turbo mobil,transport,pengeluaran
ojol ke bandara,transport,pengeluaran
honor kerja sudah cair,gaji,pemasukan
belanja di lottemart,belanja,pengeluaran
first media tiap bulan,tagihan,pengeluaran
bayar angsuran motr,tagihan,pengeluaran
bayr disney+,hiburan,pengeluaran
beli sabun baru,belanja,pengeluaran
naik maxim car ke pasar,transport,pengeluaran
tiket super air jet,transport,pengeluaran
bayar service motor,transport,pengeluaran
order es jeruk,minuman,pengeluaran
nasi campur pagi tadi,makanan,pengeluaran
pesan makan siang,makanan,pengeluaran
langganan disney plus bulanan,hiburan,pengeluaran
subscribe langganan neetflix,hiburan,pengeluaran
biaya akupunktur,kesehatan,pengeluaran
bayar air bulan ini,tagihan,pengeluaran
makan di roi canai,makanan,pengeluaran
kas rt bulan lalu,tagihan,pengeluaran
transfer gaji bulan lalu,gaji,pemasukan
goride ke bandara,transport,pengeluaran
dikirimi uang luag tahun,hadiah,pemasukan
hadiah elbaran,hadiah,pemasukan
beli mainan di bukalapak,belanja,pengeluaran
naik kereta cepat ke terminal,transport,pengeluaran
ngopi smoothie,minuman,pengeluaran
bowling minggguan,hiburan,pengeluaran
isi pertalite motor,transport,pengeluaran
bayar spotify,hiburan,pengeluaran
minum air mineral,minuman,pengeluaran
pakt by.u,tagihan,pengeluaran
dikirimi uang darri kelluarga,hadiah,pemasukan
cappuccino,minuman,pengeluaran
fee freelance caiir,gaji,pemasukan
blei cinemaxx,hiburan,pengeluaran
xxi,hiburan,pengeluaran
byar kredit,tagihan,pengeluaran
beli suplemen online,kesehatan,pengeluaran
sate padang malam ini,makanan,pengeluaran
keranjang tokopedia,belanja,pengeluaran
seafood barneg teman,makanan,pengeluaran
honorarium sdah cair,gaji,pemasukan
bus tadi,transport,pengeluaran
top up mobie legends,hiburan,pengeluaran
perpanjang disney+,hiburan,pengeluaran
bayaar frist media bulan lalu,tagihan,pengeluaran
cgv baeng keluarga,hiburan,pengeluaran
bayar bpjs bulan lalu,tagihan,pengeluaran
nasi uduk bareng keluarga,makanan,pengeluaran
beli obat rtin,kesehatan,pengeluaran
minum teh manis,minuman,pengeluaran
beli ngisi bensin,transport,pengeluaran
makan di restoran,makanan,pengeluaran
pesan jus buah,minuman,pengeluaran
ayam peenyet di kantin,makanan,pengeluaran
bayar tagihan air tiap bulan,tagihan,pengeluaran
ngopi di point coffee,minuman,pengeluaran
rgocery di apsar,belanja,pengeluaran
pesawat ke medan,transport,pengeluaran
hiabh dari tante,hadiah,pemasukan
biaya psikiater,kesehatan,pengeluaran
poin reward dari saudara,hadiah,pemasukan
upah lembur darri klien,gaji,pemasukan
reward dari ortu,hadiah,pemasukan
tiket bioskop akhir pekan,hiburan,pengeluaran
ngisi bensin motor,transport,pengeluaran
lion air ke bali,transport,pengeluaran
beli omega 3 online,kesehatan,pengeluaran
tahu gorng pagi tadi,makanan,pengeluaran
upah lembur sudah cair,gaji,pemasukan
belanja charger,belanja,pengeluaran
bayar airbnb,hiburan,pengeluaran
byr cicilan mobil bulan lalu,tagihan,pengeluaran
kiriman ortu,hadiah,pemasukan
pesan makan capcay siang tadi,makanan,pengeluaran
dapat uaang saku dari keluarga,hadiah,pemasukan
order es okpi susu,minuman,pengeluaran
belanja harian di supermarket,belanja,pengeluaran
festival ramerame,hiburan,pengeluaran
lngganan disney+ bulanan,hiburan,pengeluaran
naik grabcar,transport,pengeluaran
dufan,hiburan,pengeluaran
bayar tagihan internet,tagihan,pengeluaran
biaya fisioterapi,kesehatan,pengeluaran
order ayam bakar,makanan,pengeluaran
reward adi om,hadiah,pemasukan
jadwal medical check up,kesehatan,pengeluaran
seafood pagi tadi,makanan,pengeluaran
sate kambing bareng teman,makanan,pengeluaran
nonton konser akihr pekan,hiburan,pengeluaran
isi pkaet adta xl,tagihan,pengeluaran
biaya escape rom,hiburan,pengeluaran
bli uc,hiburan,pengeluaran
belanja alat tulis,belanja,pengeluaran
minum lemon tea,minuman,pengeluaran
steak di warteg,makanan,pengeluaran
bayaran freelance dari bos,gaji,pemasukan
isi bbm,transport,pengeluaran
nasi ayam di food court,makanan,pengeluaran
bayar rgab bike,transport,pengeluaran
fee dari proyek,gaji,pemasukan
sriwijaya ke surabaaya,transport,pengeluaran
belli paket data xl,tagihan,pengeluaran
karaoke,hiburan,pengeluaran
minum teh botol,minuman,pengeluaran
makan nasi campur,makanan,pengeluaran
poin rweard lebaran,hadiah,pemasukan
angpao dari teman,hadiah,pemasukan
bayar asuransi jiwa bullanan,tagihan,pengeluaran
awrisan dari ortu,hadiah,pemasukan
dapat gaji via transfer,gaji,pemasukan
sumbangan tadi,hadiah,pemasukan
mie goreng di restoran,makanan,pengeluaran
es cendol sambil nugas,minuman,pengeluaran
prime viedo,hiburan,pengeluaran
minum es kopi susu,minuman,pengeluaran
beli kaddo,belanja,pengeluaran
beli vitamin d online,kesehatan,pengeluaran
beli minyak ikan di kima farma,kesehatan,pengeluaran
beli parfum di tokopedia,belanja,pengeluaran
kado uang dari teman,hadiah,pemasukan
ancol ke bandung,hiburan,pengeluaran
beli minuman kopi dalgona,minuman,pengeluaran
asuransi ijwa bulanan,tagihan,pengeluaran
hadiah ung dai tante,hadiah,pemasukan
langganan yoga,hiburan,pengeluaran
belanja lawson,belanja,pengeluaran
bayar uang kos bulan ini,tagihan,pengeluaran
iuran keamanan tiap bulan,tagihan,pengeluaran
biaya sewa sepeda,hiburan,pengeluaran
konser musik rame--rame,hiburan,pengeluaran
uang waiisan,hadiah,pemasukan
bayar konsul dokter,kesehatan,pengeluaran
subscribe spofiy,hiburan,pengeluaran
hadiah poin,hadiah,pemasukan
ngopi kopi,minuman,pengeluaran
indihome tiap bulan,tagihan,pengeluaran
beli air mineral,minuman,pengeluaran
penghasilan bulanan bulan ini,gaji,pemasukan
pnedappatan sudah cair,gaji,pemasukan
naik gojek,transport,pengeluaran
tiket nontn bioskop,hiburan,pengeluaran
hadiah,belanja,pengeluaran
beli sepatu bau,belanja,pengeluaran
minum jus jerk,minuman,pengeluaran
beli laptop,belanja,pengeluaran
pecel lele,makanan,pengeluaran
naik kereta cepat ke kampus,transport,pengeluaran
hibah dari om,hadiah,pemasukan
bihun goreng,makanan,pengeluaran
cashbck shhopeee,hadiah,pemasukan
fee darri perusahaan,gaji,pemasukan
naik argo bromo ke gym,transport,pengeluaran
beli di point coffee,minuman,pengeluaran
beli perlaatan dapur di alfamart,belanja,pengeluaran
pesan ayam penyet,makanan,pengeluaran
cold berw di starbucks,minuman,pengeluaran
order bakmi,makanan,pengeluaran
beli sandal di bilbli,belanja,pengeluaran
gai diterima,gaji,pemasukan
menang undain dari saudara,hadiah,pemasukan
biaya ban mobil,transport,pengeluaran
pean sate ayam,makanan,pengeluaran
gajji tetap,gaji,pemasukan
belanja alfamart,belanja,pengeluaran
asrapan di kantin,makanan,pengeluaran
order es buah,minuman,pengeluaran
pesan makan rawon,makanan,pengeluaran
dpat hadiah daari keluarga,hadiah,pemasukan
beli obbat batuk di apotik,kesehatan,pengeluaran
agpau lebaran,hadiah,pemasukan
order americano,minuman,pengeluaran
langganan iqiyi,hiburan,pengeluaran
prasmanan,makanan,pengeluaran
naiik grabcar,transport,pengeluaran
upah lebmur dari klien,gaji,pemasukan
gai ke rekening dari perusahaan,gaji,pemasukan
beli earhpone,belanja,pengeluaran
beli apotek di apotk,kesehatan,pengeluaran
sewa olhraa,hiburan,pengeluaran
insentif penjualan dari kantor,gaji,pemasukan
cicilan motor bulan lalu,tagihan,pengeluaran
liburan bali saa keluarga,hiburan,pengeluaran
citilink ke jakarta,transport,pengeluaran
cashback gopay dari tante,hadiah,pemasukan
beli isi pertamax,transport,pengeluaran
ojol ke kantor,transport,pengeluaran
top up roblox,hiburan,pengeluaran
kepiting di kantor,makanan,pengeluaran
minum jus jeruk,minuman,pengeluaran
sandal shopee,belanja,pengeluaran
beli masker di kimia farma,kesehatan,pengeluaran
paket by.u,tagihan,pengeluaran
reward adri om,hadiah,pemasukan
minuman energi sorre tadi,minuman,pengeluaran
dapat thr kemarin,hadiah,pemasukan
beli deterjen di blibli,belanja,pengeluaran
lrt ke rumah sakit,transport,pengeluaran
beli guardian,kesehatan,pengeluaran
jajan ketupat,makanan,pengeluaran
jaanji jiwa makanan,makanan,pengeluaran
pesan minuman teh hijau,minuman,pengeluaran
byr ban mobil,transport,pengeluaran
byar langganan disney,hiburan,pengeluaran
reward,hadiah,pemasukan
makan ikan bakar,makanan,pengeluaran
teguk,minuman,pengeluaran
event,hiburan,pengeluaran
pesan teh hijau,minuman,pengeluaran
nonton pertandingan sama pacar,hiburan,pengeluaran
beeli kaos di mall,belanja,pengeluaran
dapat kado,hadiah,pemasukan
resort ke bandung,hiburan,pengeluaran
beli suplemen tiap bulan,kesehatan,pengeluaran
