title,category,type
dapat doorprze dari saudara,hadiah,pemasukan
membayar gaji staf,tagihan,pengeluaran
masuk insentif dr kantor,gaji,pemasukan
dapat doorprize tadi,hadiah,pemasukan
beli alat tullis,belanja,pengeluaran
langganan spotify bluanan,hiburan,pengeluaran
belanja alat tulis,belanja,pengeluaran
gong cha,minuman,pengeluaran
bpjs bluanan,tagihan,pengeluaran
kasih komisi proyek starbucks,tagihan,pengeluaran
jaket lzaada,belanja,pengeluaran
bayar tv kabel tiap bulan,tagihan,pengeluaran
hadiah ulang tahun,hadiah,pemasukan
pesan ayam bakar,makanan,pengeluaran
nonton bioskop sama pacar,hiburan,pengeluaran
beri upah pekerja,tagihan,pengeluaran
tiket cgv bareng keluarga,hiburan,pengeluaran
gaji mingguan dri bos,gaji,pemasukan
kdai kopi,makanan,pengeluaran
masuk gaji karyawan,gaji,pemasukan
pin reward drai keluarga,hadiah,pemasukan
beli pertalite,transport,pengeluaran
beli lemon tea,minuman,pengeluaran
bayar langgnaan internet,tagihan,pengeluaran
minum teh botol,minuman,pengeluaran
konser rame-rame,hiburan,pengeluaran
bayar spotify,hiburan,pengeluaran
beli mnman kopi hitam,minuman,pengeluaran
traveling,hiburan,pengeluaran
go ride pp,transport,pengeluaran
naik bus ke stasiun,transport,pengeluaran
lalapan di rumah makan,makanan,pengeluaran
dapet bayaran dr vendor,gaji,pemasukan
belanja superindo,belanja,pengeluaran
sop iga di food court,makanan,pengeluaran
kirrim honor narasumber tiap bulan,tagihan,pengeluaran
beli jaket baru,belanja,pengeluaran
gaji bulanan dari proyeek,gaji,pemasukan
dapet komisi dari shopee,gaji,pemasukan
gajian upah harian pekerja,tagihan,pengeluaran
dapet honor atasan,gaji,pemasukan
bayar service motor,transport,pengeluaran
belanja asyur,belanja,pengeluaran
kirim bayaran ke klien,tagihan,pengeluaran
mkn capcay,makanan,pengeluaran
belanja kamera,belanja,pengeluaran
hadiah doorprize drai keluarga,hadiah,pemasukan
kasih honor pembicara tiap bulan,tagihan,pengeluaran
jajan pecel lele di rumah makan,makanan,pengeluaran
baayar air bulanan,tagihan,pengeluaran
pesan minuman thai milk tea,minuman,pengeluaran
udang pagi tadi,makanan,pengeluaran
bayar insentif ke shopee,tagihan,pengeluaran
bayar uang kost bulan ini,tagihan,pengeluaran
lab,kesehatan,pengeluaran
terima komisi dr mitra,gaji,pemasukan
beli sate padnag di food court,makanan,pengeluaran
rejki dari keluarga,hadiah,pemasukan
order lontong sayur di mall,makanan,pengeluaran
bayar rontgen,kesehatan,pengeluaran
gaji masuk dari proyek,gaji,pemasukan
dpaat tip,hadiah,pemasukan
bayaar frist media bulan lalu,tagihan,pengeluaran
airbnb ke bandung,hiburan,pengeluaran
gaji harian drai klien,gaji,pemasukan
naik grab ke stasiun,transport,pengeluaran
naik gocar ke kampus,transport,pengeluaran
rendang di restoran,makanan,pengeluaran
terima income,gaji,pemasukan
bayar chck up,kesehatan,pengeluaran
pesawat ke mdean,transport,pengeluaran
gaji pertama dari proyek,gaji,pemasukan
makan pecel ayam,makanan,pengeluaran
bayar traveloka hotel,hiburan,pengeluaran
bayar cicilan mobil bulan lalu,tagihan,pengeluaran
minum matcha,minuman,pengeluaran
beli kosmetik di lazada,belanja,pengeluaran
laptop lazada,belanja,pengeluaran
beli kemeja,belanja,pengeluaran
minum boba,minuman,pengeluaran
miunm frappuccino,minuman,pengeluaran
kimia farma rutin,kesehatan,pengeluaran
ramen di rumah makan,makanan,pengeluaran
beli kelapa muda,minuman,pengeluaran
bayar komisi proyek shopee,tagihan,pengeluaran
first media bulan lalu,tagihan,pengeluaran
kasih honor pembicara tiap bln,tagihan,pengeluaran
sepatu shopee,belanja,pengeluaran
flight ke makassar,transport,pengeluaran
wairsan darri tante,hadiah,pemasukan
uang kost bulan ini,tagihan,pengeluaran
biaya ban mobil,transport,pengeluaran
beeli obat batuk di century,kesehatan,pengeluaran
gorengan di food court,makanan,pengeluaran
premi asurani tiap bulan,tagihan,pengeluaran
dpet income,gaji,pemasukan
villa ke bandung,hiburan,pengeluaran
tas,belanja,pengeluaran
diterima gaji tetap,gaji,pemasukan
beli soto betawi,makanan,pengeluaran
order nasi ayam bareng teman,makanan,pengeluaran
tiket lion ke bali,transport,pengeluaran
bayar tiket mrt,transport,pengeluaran
apotek rutin,kesehatan,pengeluaran
pesan grab ke terminal,transport,pengeluaran
kasih fee grab,tagihan,pengeluaran
gaji karyawan bulan ini,gaji,pemasukan
dapt duit,hadiah,pemasukan
gajian dari bos,gaji,pemasukan
dapat kado kemarin,hadiah,pemasukan
uang lembur,gaji,pemasukan
diterima bonus tahunan,gaji,pemasukan
vitamin bulanan,kesehatan,pengeluaran
premi asuransi bulanan,tagihan,pengeluaran
hadiah giveaway kemarin,hadiah,pemasukan
mie gacoan,makanan,pengeluaran
tiket bioskop weekend,hiburan,pengeluaran
perpanjang langganan ivdio,hiburan,pengeluaran
indriver ke mall,transport,pengeluaran
beli minuman es doger,minuman,pengeluaran
panjat tebbing,hiburan,pengeluaran
beli masker di century,kesehatan,pengeluaran
liburran bali,hiburan,pengeluaran
skincare,belanja,pengeluaran
kasih bonus klien,tagihan,pengeluaran
uanng dari roang tua,hadiah,pemasukan
neriima insentif penjualan,gaji,pemasukan
baayr uang kos,tagihan,pengeluaran
sprite,minuman,pengeluaran
beli buku di indomaret,belanja,pengeluaran
jadwal cehck up,kesehatan,pengeluaran
sabun,belanja,pengeluaran
angkot ke bandara,transport,pengeluaran
beri gaji asisten,tagihan,pengeluaran
gaji ke rekening,gaji,pemasukan
konser musik weekend,hiburan,pengeluaran
naik grab ke terminal,transport,pengeluaran
minuman boba less sugar,minuman,pengeluaran
baar bpjs kesehatan tiap bulan,tagihan,pengeluaran
beli peralatan dapur,belanja,pengeluaran
air putih take away,minuman,pengeluaran
beli isi pulsa,tagihan,pengeluaran
bayar nagsuran motor bulan lalu,tagihan,pengeluaran
terima komisi proyek dari perusahaan,gaji,pemasukan
esccape room mingguan,hiburan,pengeluaran
belanja mingguan di supermarket,belanja,pengeluaran
cap cay di rumah makan,makanan,pengeluaran
bayar tv kbael,tagihan,pengeluaran
terima gaji akntor,gaji,pemasukan
komisi bulan ini,gaji,pemasukan
cfc,makanan,pengeluaran
gajian upah karyawan,tagihan,pengeluaran
mrt,transport,pengeluaran
bayaran kerjja drai proyek,gaji,pemasukan
beli obat batuk di apotik,kesehatan,pengeluaran
bakmi di amll,makanan,pengeluaran
belanja laptop,belanja,pengeluaran
kirim honor ke perusahaan,tagihan,pengeluaran
nasi goreng pagi tadi,makanan,pengeluaran
smartfren,tagihan,pengeluaran
ancol sama teman,hiburan,pengeluaran
ngasih gaji buruh,tagihan,pengeluaran
beli americano,minuman,pengeluaran
bayar kredit,tagihan,pengeluaran
bayar parkir bulanan,tagihan,pengeluaran
beli topi di alfamart,belanja,pengeluaran
menerima gaji karyawan,gaji,pemasukan
terima komisi tokopedia,gaji,pemasukan
naik goride ke bandara,transport,pengeluaran
sesi terapi,kesehatan,pengeluaran
penghasilan bulanan cair,gaji,pemasukan
tiket pertandingan sama pacar,hiburan,pengeluaran
top up free fire,hiburan,pengeluaran
maxim car ke pasar,transport,pengeluaran
mainan blibli,belanja,pengeluaran
cashback darri ortu,hadiah,pemasukan
beli elektronik di bukalapak,belanja,pengeluaran
byr insentif ke gojek,tagihan,pengeluaran
parfum,belanja,pengeluaran
beli paotek,kesehatan,pengeluaran
subscribe ivdio,hiburan,pengeluaran
bayar bayaran tukang bulanan,tagihan,pengeluaran
langganan spotify bulanan,hiburan,pengeluaran
bayar komisi penjualan ke perusahaan,tagihan,pengeluaran
dapat fee dari starbucks,gaji,pemasukan
order kopi tubruk,minuman,pengeluaran
teh pucuk,minuman,pengeluaran
makan di siomay,makanan,pengeluaran
bayar laboratorium,kesehatan,pengeluaran
bli uc,hiburan,pengeluaran
betadine,kesehatan,pengeluaran
biaya medical check up,kesehatan,pengeluaran
dapat tip,hadiah,pemasukan
sriwijaya ke makassar,transport,pengeluaran
langganan tol,transport,pengeluaran
flight ke medan,transport,pengeluaran
bkuu shopee,belanja,pengeluaran
bayar bayaran grab,tagihan,pengeluaran
gajian komisi makelar bulan ini,tagihan,pengeluaran
slip gaji sudah cair,gaji,pemasukan
teh manis buat kerja,minuman,pengeluaran
gaji pokok bulan ini,gaji,pemasukan
isi paket intrenet,tagihan,pengeluaran
nerima bonus dari perusahaan,gaji,pemasukan
dapet komisi proyek dari agen,gaji,pemasukan
makan roti bakar,makanan,pengeluaran
bayar tiket bus,transport,pengeluaran
dpat transferan dari teman,hadiah,pemasukan
dapet komisi penjualan dr mitra,gaji,pemasukan
beli probiotik di apotik,kesehatan,pengeluaran
upah bulanan dari klien,gaji,pemasukan
nerima thr,gaji,pemasukan
terima thr lebaran,hadiah,pemasukan
dapet komisi proyek dari gojek,gaji,pemasukan
dapet gai pertama,gaji,pemasukan
sriwijaya ke surabaaya,transport,pengeluaran
naik grabcar,transport,pengeluaran
bayar gaji pembantu bulan ini,tagihan,pengeluaran
langganan inernet,tagihan,pengeluaran
bayar epriksa dokter,kesehatan,pengeluaran
mkn sate kambing,makanan,pengeluaran
dimsum di food court,makanan,pengeluaran
cashback dr tante,hadiah,pemasukan
dokter,kesehatan,pengeluaran
bayar bpjs mandiri bulan lalu,tagihan,pengeluaran
subway,makanan,pengeluaran
beli vitamin c di apotik,kesehatan,pengeluaran
order minuman ennergi,minuman,pengeluaran
brown sugar boba panas,minuman,pengeluaran
menanng undian daari om,hadiah,pemasukan
dikasih uang lebaaran,hadiah,pemasukan
dapat thr taadi,hadiah,pemasukan
sewa olhraga,hiburan,pengeluaran
langganan vidio,hiburan,pengeluaran
periska di tes darah,kesehatan,pengeluaran
thr bln lalu,gaji,pemasukan
kontrakan bulan ini,tagihan,pengeluaran
waston langganan,kesehatan,pengeluaran
headset blibli,belanja,pengeluaran
tagihan internet buln ini,tagihan,pengeluaran
matcha kulo,minuman,pengeluaran
beli rblox,hiburan,pengeluaran
poin reward dari ortu,hadiah,pemasukan
bayar cicilan motor,tagihan,pengeluaran
dapat transferan dari ortu,hadiah,pemasukan
permi asuransi bulanan,tagihan,pengeluaran
beli jus alpukat,minuman,pengeluaran
rejeki darri keluarga,hadiah,pemasukan
biaya billiard,hiburan,pengeluaran
headset,belanja,pengeluaran
biaya dokter,kesehatan,pengeluaran
sudah terima gaji magaang,gaji,pemasukan
bayar tambal ban,transport,pengeluaran
gaji ke-13 cair,gaji,pemasukan
kasih honor ke agen,tagihan,pengeluaran
pesan minuman es jeruk,minuman,pengeluaran
cappuccino pagi,minuman,pengeluaran
hadiah buat teman,belanja,pengeluaran
dapet fee gojek,gaji,pemasukan
martabak telur bareng teman,makanan,pengeluaran
maxim car puulang,transport,pengeluaran
angsuran motr bulan lalu,tagihan,pengeluaran
beri gaji karyawan,tagihan,pengeluaran
gaji ke 13 dari kantor,gaji,pemasukan
beli kapas,kesehatan,pengeluaran
beli oximeter online,kesehatan,pengeluaran
flight ke bali,transport,pengeluaran
belanja di supermarrket,belanja,pengeluaran
naik gojek ke terminal,transport,pengeluaran
terima puah bulanan,gaji,pemasukan
bayar commuter line,transport,pengeluaran
naik mrt ke rumah sakit,transport,pengeluaran
belanja jaket,belanja,pengeluaran
es kelapa,minuman,pengeluaran
cashback ogpay dari temn,hadiah,pemasukan
cashback sohpee ulnag tahun,hadiah,pemasukan
hadiah uang,hadiah,pemasukan
upah harain ke rkening,gaji,pemasukan
belanja earphone,belanja,pengeluaran
cumi goreng pagi tadi,makanan,pengeluaran
premi asuransi tiap bulan,tagihan,pengeluaran
uang saku darri saudara,hadiah,pemasukan
tiket cgv rame-rame,hiburan,pengeluaran
bps mandiri,tagihan,pengeluaran
konsultasi periksa dokter,kesehatan,pengeluaran
sewa kos bulan ini,tagihan,pengeluaran
biaya operasi,kesehatan,pengeluaran
isi ngisi bensin,transport,pengeluaran
youtube premium,hiburan,pengeluaran
nerima komisi dari tomoro coffee,gaji,pemasukan
juarra lomba lebaran,hadiah,pemasukan
transfer insentif ke bos,tagihan,pengeluaran
gaji part time sudah cair,gaji,pemasukan
kasih gaji pekerja,tagihan,pengeluaran
pecel lele di kantin,makanan,pengeluaran
beli soto betawi barreng teman,makanan,pengeluaran
ngasiih bonus karyawan,tagihan,pengeluaran
es buah buat kerja,minuman,pengeluaran
ngasih bayaran tukang,tagihan,pengeluaran
byr vidio,hiburan,pengeluaran
taksi online ke mall,transport,pengeluaran
dapat insentif atasan,gaji,pemasukan
hadiah menang dari ortu,hadiah,pemasukan
pesan makan siang,makanan,pengeluaran
rawon di mall,makanan,pengeluaran
minum bandrek,minuman,pengeluaran
order teh hijau,minuman,pengeluaran
billiard,hiburan,pengeluaran
badminton mingguan,hiburan,pengeluaran
periksa di usg,kesehatan,pengeluaran
sarapan siang tadi,makanan,pengeluaran
dapet bonus dari gojek,gaji,pemasukan
belanja di family amrt,belanja,pengeluaran
uanng saku dari saudara,hadiah,pemasukan
airbnb sama keluarga,hiburan,pengeluaran
beli makanan otngseng,makanan,pengeluaran
bayar tiket kereta,transport,pengeluaran
hadiah giveaway dari teman,hadiah,pemasukan
beli valroant,hiburan,pengeluaran
uang maang dari bos,gaji,pemasukan
biaya spooring,transport,pengeluaran
kontrak rumah,tagihan,pengeluaran
nonton kosner musik,hiburan,pengeluaran
menerima upah lembur,gaji,pemasukan
pesan burger,makanan,pengeluaran
food delivery,makanan,pengeluaran
masuk komisi proyek dr tomoro coffee,gaji,pemasukan
beli sandal di bilbli,belanja,pengeluaran
order susu segar,minuman,pengeluaran
langganan disney pluus,hiburan,pengeluaran
hadiah poin lebaran,hadiah,pemasukan
super air jet pulang kampung,transport,pengeluaran
upah lembur via transfer,gaji,pemasukan
beli pulsa axis,tagihan,pengeluaran
peralatan rumah shopee,belanja,pengeluaran
pemasukan gaji via transsfer,gaji,pemasukan
beli makanan gado-gado,makanan,pengeluaran
resort ke bandung,hiburan,pengeluaran
bayar taski,transport,pengeluaran
order rawon,makanan,pengeluaran
transfer fee ke gojek,tagihan,pengeluaran
prasmanan,makanan,pengeluaran
poin rward,hadiah,pemasukan
beli skin,hiburan,pengeluaran
sumbangan dari keluuarga,hadiah,pemasukan
jaket lazada,belanja,pengeluaran
extra joss,minuman,pengeluaran
bpjs bulan ini,tagihan,pengeluaran
topi,belanja,pengeluaran
transfer ke bos bayaran,tagihan,pengeluaran
menerima honor proyek,gaji,pemasukan
century rutin,kesehatan,pengeluaran
latte di warkop,minuman,pengeluaran
rapid test,kesehatan,pengeluaran
bayar angsuran motor,tagihan,pengeluaran
minum es teh,minuman,pengeluaran
slip gajji sudah cair,gaji,pemasukan
pesan soto betawi,makanan,pengeluaran
cashback goapy ulang tahun,hadiah,pemasukan
penginapan sama keluarga,hiburan,pengeluaran
makan di geprek bensu siang tadi,makanan,pengeluaran
makan di bihun goreng,makanan,pengeluaran
membayar upah pekerja,tagihan,pengeluaran
makan di sate padang,makanan,pengeluaran
gai pokok via transfer,gaji,pemasukan
pesan minuman es doger,minuman,pengeluaran
naik lrt,transport,pengeluaran
beli probiotik di kimia farma,kesehatan,pengeluaran
krl tiap hari,transport,pengeluaran
beli mie ayam,makanan,pengeluaran
bayar angsuran motor bulan lalu,tagihan,pengeluaran
guardian,kesehatan,pengeluaran
busway ke bengkel,transport,pengeluaran
kirim gaji art,tagihan,pengeluaran
beli buah di supermarket,belanja,pengeluaran
grab bike ke kampus,transport,pengeluaran
ngasih upah karyawan tunai,tagihan,pengeluaran
bayar insentif ke sopee,tagihan,pengeluaran
tipod shopee,belanja,pengeluaran
spotify,hiburan,pengeluaran
membayar bayaran tukang,tagihan,pengeluaran
es teh manis buat kerja,minuman,pengeluaran
soto ayaam di warteg,makanan,pengeluaran
dapat udit,hadiah,pemasukan
kirim komisi makelar,tagihan,pengeluaran
bayar asuransi bulan ini,tagihan,pengeluaran
ramen di mall,makanan,pengeluaran
byr honor ke grab,tagihan,pengeluaran
hadiah uang dari teman,hadiah,pemasukan
kelapa muda goola,minuman,pengeluaran
abyar tagihan internet bulan ini,tagihan,pengeluaran
naik taksi ke pasar,transport,pengeluaran
tagihan air bluanan,tagihan,pengeluaran
beli kopi susu,minuman,pengeluaran
pesan grab ke stasiun,transport,pengeluaran
wifi bulan lau,tagihan,pengeluaran
order oat milk latte,minuman,pengeluaran
terima gaji magang,gaji,pemasukan
hadiah menang lebaran,hadiah,pemasukan
hibah ulang athun,hadiah,pemasukan
beli skincare di shopee,belanja,pengeluaran
diterima gaji bulanan,gaji,pemasukan
kirim gaji staff,tagihan,pengeluaran
bayar bonus ke grab,tagihan,pengeluaran
salary bln ini,gaji,pemasukan
gaji ke rekening dari klien,gaji,pemasukan
bayar tagihan air,tagihan,pengeluaran
beli coca cola,minuman,pengeluaran
lnggnan disney+ bulanan,hiburan,pengeluaran
beli tiket bioskop,hiburan,pengeluaran
biznet tiap buulan,tagihan,pengeluaran
gocar bolak balik,transport,pengeluaran
byr ke tomoro coffee bayaran,tagihan,pengeluaran
tiket mrt ke gym,transport,pengeluaran
naik busway ke sekolah,transport,pengeluaran
bakso di rumah makan,makanan,pengeluaran
seafood bareng keluarga,makanan,pengeluaran
pesan gojek ke sekolah,transport,pengeluaran
beli makeup di tokopedia,belanja,pengeluaran
paket xl,tagihan,pengeluaran
nerima komisi klien,gaji,pemasukan
bayar asuraansi kesehatan,tagihan,pengeluaran
bayar tagihan air tiap bulan,tagihan,pengeluaran
es jeruk panas,minuman,pengeluaran
sewa kamar bulan lalu,tagihan,pengeluaran
pesan roti bakar,makanan,pengeluaran
bayar pemi asuransi bulanan,tagihan,pengeluaran
nonton akhhir pekan,hiburan,pengeluaran
beri bayaran tukang mingguan,tagihan,pengeluaran
diterima gaji magag,gaji,pemasukan
gofood,transport,pengeluaran
resoort ke bandung,hiburan,pengeluaran
kasih fee vendor,tagihan,pengeluaran
uang saku dari teman,hadiah,pemasukan
beli mnman cappuccino,minuman,pengeluaran
isi kuota,tagihan,pengeluaran
pesan minman cincau,minuman,pengeluaran
bayar vaksin,kesehatan,pengeluaran
bei alkohol online,kesehatan,pengeluaran
bayar bpjs mandiri,tagihan,pengeluaran
ancol sama keluarga,hiburan,pengeluaran
super air jet ke bali,transport,pengeluaran
bayaran freelance sudah cair,gaji,pemasukan
bayar asuransi bulan lalu,tagihan,pengeluaran
elektronik blbili,belanja,pengeluaran
pesawat ke bali,transport,pengeluaran
tiket airasia,transport,pengeluaran
grocery di supermarket,belanja,pengeluaran
grab moor,transport,pengeluaran
langganan netflix bulanan,hiburan,pengeluaran
makan sarapan,makanan,pengeluaran
ngopi es cendol,minuman,pengeluaran
masuk bonus dari kantor,gaji,pemasukan
kirim komisi agen,tagihan,pengeluaran
hibah lebaarn,hadiah,pemasukan
pesan ketupat,makanan,pengeluaran
bayar konsultasi dokter,kesehatan,pengeluaran
tiket konser sama teman,hiburan,pengeluaran
belanja di alfamart,belanja,pengeluaran
ngasih gaji pembantu bln ini,tagihan,pengeluaran
nasi goreng di warteg,makanan,pengeluaran
mie ayam di food court,makanan,pengeluaran
biaya fitness,hiburan,pengeluaran
bayar goride,transport,pengeluaran
gaji kontrak dari bos,gaji,pemasukan
gaji harian dari proyek,gaji,pemasukan
pantball mingguan,hiburan,pengeluaran
dapet pneghasilan bulannan,gaji,pemasukan
asrapan di kantin,makanan,pengeluaran
bayar token pln bulan lalu,tagihan,pengeluaran
upah bln ini,gaji,pemasukan
kratingdaeng,minuman,pengeluaran
rendang pagi tadi,makanan,pengeluaran
argo bromo ke pasar,transport,pengeluaran
kirim fee agen,tagihan,pengeluaran
beli tiket super air jet,transport,pengeluaran
gaji pertama dari kantor,gaji,pemasukan
dapat uang magang,gaji,pemasukan
grab motor pulang,transport,pengeluaran
bayar bizent bulan ini,tagihan,pengeluaran
kaih insentif ke vendor,tagihan,pengeluaran
kasih honor pembiacra,tagihan,pengeluaran
makan pecel lele,makanan,pengeluaran
beli tiket xxi,hiburan,pengeluaran
obat bulanan,kesehatan,pengeluaran
transfer komisi proyek ke tokopedia,tagihan,pengeluaran
bayar insentif starbucks,tagihan,pengeluaran
beli minyak ikan di kimia farma,kesehatan,pengeluaran
beli masker di kiimia farma,kesehatan,pengeluaran
dapat gaji mingguuan,gaji,pemasukan
buffet,makanan,pengeluaran
maxim motor,transport,pengeluaran
transfer insentif ke agen,tagihan,pengeluaran
msauk tunjangan makan,gaji,pemasukan
biaya caubt gigi,kesehatan,pengeluaran
hadiah giveaway,hadiah,pemasukan
biaya terapi,kesehatan,pengeluaran
abyar bpjs bulan ini,tagihan,pengeluaran
periksa psikolog,kesehatan,pengeluaran
beli minuman smoothie,minuman,pengeluaran
beli pulsa xl,tagihan,pengeluaran
masuk agji kontrak,gaji,pemasukan
psikolog,kesehatan,pengeluaran
pesan kentang goreng,makanan,pengeluaran
capcay malam ini,makanan,pengeluaran
tahu gooreng siang tadi,makanan,pengeluaran
beli makanan bakso urat di restoran,makanan,pengeluaran
mneerima upah lemubr,gaji,pemasukan
naik ogride ke pasar,transport,pengeluaran
upah bulanaan,gaji,pemasukan
terima bonus dari starbucks,gaji,pemasukan
menerima income,gaji,pemasukan
air bulanan,tagihan,pengeluaran
terima gaji ke rekening bank,gaji,pemasukan
makan malam di kantin,makanan,pengeluaran
rumah sakit,kesehatan,pengeluaran
super air jet ke jakarta,transport,pengeluaran
naik maxim ke bengkel,transport,pengeluaran
fried chicken pagi tadi,makanan,pengeluaran
nasi kuning di restoran,makanan,pengeluaran
jaadwal pcr,kesehatan,pengeluaran
beli teluur di pasar,belanja,pengeluaran
minuman energi kopi soe,minuman,pengeluaran
bayar iuran rt bulan ini,tagihan,pengeluaran
masuk fee dari tomoro,gaji,pemasukan
nonton bola,hiburan,pengeluaran
sate,makanan,pengeluaran
kiia farma langganan,kesehatan,pengeluaran
ngopi kopi dalgona,minuman,pengeluaran
prime viedo,hiburan,pengeluaran
naik maxim motor ke stasiun,transport,pengeluaran
iuran keamanan,tagihan,pengeluaran
jjaan tongseng,makanan,pengeluaran
bhiun goreng di kantin,makanan,pengeluaran
gaji magang bulan lalu,gaji,pemasukan
beli sepatu di indomaret,belanja,pengeluaran
transfer ke shopee fee,tagihan,pengeluaran
taksi ke pasar,transport,pengeluaran
sarapan di rumah makan,makanan,pengeluaran
tunjangan transport ke rekennig,gaji,pemasukan
angsuran bulan lalu,tagihan,pengeluaran
beli pocari swet,minuman,pengeluaran
nerima komisi penjualan dr gojek,gaji,pemasukan
kaos bliilbi,belanja,pengeluaran
main escape room,hiburan,pengeluaran
sabun bliblli,belanja,pengeluaran
angpao dr ortu,hadiah,pemasukan
cashback shopee darri teman,hadiah,pemasukan
dapat uang saku dari keluarga,hadiah,pemasukan
beli cinemaxx,hiburan,pengeluaran
gaji pertama daari kantor,gaji,pemasukan
blei cinemaxx,hiburan,pengeluaran
kirim bonus tim mingguan,tagihan,pengeluaran
pendapatan bln ini,gaji,pemasukan
gaji freelance bulan llu,gaji,pemasukan
fried chicken di warteg,makanan,pengeluaran
tiket garuda ke surabaya,transport,pengeluaran
terima gaji kantor,gaji,pemasukan
beli tiket lon air,transport,pengeluaran
transjakarta ke sekolah,transport,pengeluaran
ketupat malam ini,makanan,pengeluaran
beli hand sanitizer,kesehatan,pengeluaran
cgv weekend,hiburan,pengeluaran
whoosh ke mall,transport,pengeluaran
rnanng mingguan,hiburan,pengeluaran
jajan sushi malam ini,makanan,pengeluaran
menang udnian dr om,hadiah,pemasukan
ebli roblox,hiburan,pengeluaran
warisan dari tante,hadiah,pemasukan
langganan renang,hiburan,pengeluaran
masker mdis,kesehatan,pengeluaran
cashback ovo dari teman,hadiah,pemasukan
nerima komisi dari starbucks,gaji,pemasukan
belanja transmart,belanja,pengeluaran
langgannan disney pluus,hiburan,pengeluaran
pesan minuman bandrek,minuman,pengeluaran
bonus kerja bulan ini,gaji,pemasukan
beli buah,belanja,pengeluaran
beli peralatan rumah baru,belanja,pengeluaran
daapt duit dari tantte,hadiah,pemasukan
transfer bayaran ke starbcuks,tagihan,pengeluaran
pesan air putih,minuman,pengeluaran
cashback gopay ulang tahun,hadiah,pemasukan
perpanjang netflix,hiburan,pengeluaran
beli watson,kesehatan,pengeluaran
dapet insentif dr agen,gaji,pemasukan
dapat upah kerja,gaji,pemasukan
bayar rgab bike,transport,pengeluaran
seafood di restoran,makanan,pengeluaran
bayar ke vendor fee,tagihan,pengeluaran
cold brew di starbucks,minuman,pengeluaran
pesan makan steak,makanan,pengeluaran
terima insentif perusahaan,gaji,pemasukan
kirim ke honor pembicara mingguan,tagihan,pengeluaran
escape room mingguan,hiburan,pengeluaran
maxim car malam,transport,pengeluaran
nerima bonus dari grab,gaji,pemasukan
earphone tokopdeia,belanja,pengeluaran
liburan bali sama keluarga,hiburan,pengeluaran
gaji pegawai dari perusahaan,gaji,pemasukan
karaoke,hiburan,pengeluaran
sewa escappe room,hiburan,pengeluaran
bayar naik maxim,transport,pengeluaran
bayar gaji karyawan,tagihan,pengeluaran
grocery di pasar,belanja,pengeluaran
pakaian,belanja,pengeluaran
masuk gaji ublan ini,gaji,pemasukan
perban,kesehatan,pengeluaran
angpau dari keluarga,hadiah,pemasukan
batik air ke surabaya,transport,pengeluaran
goride ke mll,transport,pengeluaran
cappccino panas,minuman,pengeluaran
listrik bulan ini,tagihan,pengeluaran
first media tiap bulan,tagihan,pengeluaran
transfer fee mitra,tagihan,pengeluaran
mie gacoan di rumah makan,makanan,pengeluaran
dapet komisi proyek kantor,gaji,pemasukan
dapat kado dari saaudara,hadiah,pemasukan
kasih fee ke tomoro coffee,tagihan,pengeluaran
pesan bakso urat,makanan,pengeluaran
subscribe deezer,hiburan,pengeluaran
belli pulsa three,tagihan,pengeluaran
hadiah lomba dari ortu,hadiah,pemasukan
krl ke kampus,transport,pengeluaran
dikirimi uang lebaran,hadiah,pemasukan
futsal,hiburan,pengeluaran
masuk komisi penjualan,gaji,pemasukan
grab bike,transport,pengeluaran
makan di soto ayam,makanan,pengeluaran
beli minuman kelapa muda,minuman,pengeluaran
beli sate ayam bareng teman,makanan,pengeluaran
bensin mootor,transport,pengeluaran
ektupat di rumah makan,makanan,pengeluaran
subscribe hbo go,hiburan,pengeluaran
nerima bonus dari mitra,gaji,pemasukan
premi asuransi,tagihan,pengeluaran
komisi penjualan via transfer,gaji,pemasukan
seafood pagi tadi,makanan,pengeluaran
bayar bayaran tomoro coffee,tagihan,pengeluaran
naik whoosh ke rumah,transport,pengeluaran
biaya ftsal,hiburan,pengeluaran
beli obat resep di kimia farma,kesehatan,pengeluaran
elektronik lazada,belanja,pengeluaran
beli kuota,tagihan,pengeluaran
lembur dari kantor,gaji,pemasukan
makan gulai,makanan,pengeluaran
hadiah menang tadi,hadiah,pemasukan
makan di ayam goreng,makanan,pengeluaran
pesan makan nasi bakar bareng keluarga,makanan,pengeluaran
biaya escape room,hiburan,pengeluaran
beli celana di bukalapak,belanja,pengeluaran
beli roblox,hiburan,pengeluaran
burger bareng keluarga,makanan,pengeluaran
gajian dari proyek,gaji,pemasukan
dapet slip agji,gaji,pemasukan
reward apllikasi dari om,hadiah,pemasukan
transjakarta tiap hari,transport,pengeluaran
makan malam di restoran,makanan,pengeluaran
masuk insentif penjualan,gaji,pemasukan
keripik,makanan,pengeluaran
gaji magang,gaji,pemasukan
biaya sewa lapangan,hiburan,pengeluaran
naik maxim mottor ke stasiun,transport,pengeluaran
beli probiotik di apotek,kesehatan,pengeluaran
teh manis,minuman,pengeluaran
gaji kontrak dari perusahaan,gaji,pemasukan
maxim car,transport,pengeluaran
bayar unag kost,tagihan,pengeluaran
minuman boba dingin,minuman,pengeluaran
blei laptop di tokopedia,belanja,pengeluaran
beli le minerale,minuman,pengeluaran
