title,category,secondary_category,type
langganan cicilan mobil minggu ini,tagihan,kredit,pengeluaran
ngambil festival musik bareng keluarga,hiburan,liburan,pengeluaran
peralatan dapur tokopedia,belanja,online_shop,pengeluaran
naik ojek online ke pasar,transport,online,pengeluaran
puskesmas,kesehatan,konsul,pengeluaran
pesan iuran keamanan malam inni,tagihan,iuran,pengeluaran
internet bulan llau,tagihan,tagihan,pengeluaran
belanja peralatan rumah,belanja,harian,pengeluaran
bayar uanng kos malam ini,tagihan,sewa,pengeluaran
mampir ke watsons,belanja,harian,pengeluaran
isi call of duty mobile kemarin,hiburan,game,pengeluaran
perapnjang fitness rutin di kantor,hiburan,aktivitas,pengeluaran
bayar ramen agi tadi,makanan,makanan,pengeluaran
bayar bonus ke agen,tagihan,tagihan,pengeluaran
spotify premium pagi tadi,hiburan,streaming,pengeluaran
peesan gojek ke kampus,transport,online,pengeluaran
bayar kiink,kesehatan,konsul,pengeluaran
ngambil lazada promo bulan lalu,belanja,online_shop,pengeluaran
masuk komisi penjualan tomoro,gaji,komisi,pemasukan
byr laboratorium,kesehatan,prosedur,pengeluaran
daapat cashback dari ortu,hadiah,reward,pemasukan
isi pocari sweat,minuman,minuman,pengeluaran
nasi liwet di restoran,makanan,makanan,pengeluaran
beli minuman latte,minuman,jajanan,pengeluaran
bayar biaya berobat pagi tadi,kesehatan,kesehatan,pengeluaran
ngammbil monitor gaming di kantor,belanja,elektronik,pengeluaran
dapat giveaway instagram via transfer,hadiah,undian,pemasukan
minum espresso,minuman,jajanan,pengeluaran
subscribe beli obat di kimia farma sama tmeen,kesehatan,apotek,pengeluaran
traktiran balik dari ortu,hadiah,reward,pemasukan
hadiah menang taddi,hadiah,undian,pemasukan
sewa billirad,hiburan,aktivitas,pengeluaran
isi cicilan krediov malam ini,tagihan,kredit,pengeluaran
dapat tunjangan kinerja,gaji,bonus,pemasukan
kelapa muda di warkop,minuman,minuman,pengeluaran
order beli sesuatu pagi taddi,belanja,belanja,pengeluaran
kost bulanan tiap bulan,tagihan,sewa,pengeluaran
pesan dota 2 battle pass kemarin,hiburan,game,pengeluaran
belanja elektronik,belanja,elektronik,pengeluaran
paket data xl,tagihan,internet_pulsa,pengeluaran
beli topi di indomaert,belanja,fashion,pengeluaran
subscribe angsuran rumah baru,tagihan,kredit,pengeluaran
tagihan rutin,tagihan,tagihan,pengeluaran
transfer dari teman kerja,hadiah,hadiah,pemasukan
naik gojek ke rumah,transport,online,pengeluaran
ngambil biaya berobat malam ini,kesehatan,kesehatan,pengeluaran
pesan kopi tubruk,minuman,jajanan,pengeluaran
beli scaling gigi kemarin,kesehatan,prosedur,pengeluaran
langganan kredit elektroni akulaku minggu ini,tagihan,kredit,pengeluaran
terima thr darri tante,hadiah,hadiah,pemasukan
pesan gym fitenss first sama temen,hiburan,aktivitas,pengeluaran
perpanjaang speaker bluetooth tiap bulan,belanja,elektronik,pengeluaran
beri ke papa,tagihan,tagihan,pengeluaran
bayar biaya dokter,kesehatan,konsul,pengeluaran
jajan,makanan,makanan,pengeluaran
income via transfer,gaji,gaji,pemasukan
honor kerja via transfer,gaji,komisi,pemasukan
ngambil skin valorant via rtansfer,hiburan,game,pengeluaran
kirim komisi ke agen,tagihan,gaji_pihak3,pengeluaran
bayar kredit buulan ini bareng teman,tagihan,kredit,pengeluaran
adpat hadiah undian bank minggu ini,hadiah,undian,pemasukan
beli steak di rumah makan,makanan,makanan,pengeluaran
beli topi di lazada,belanja,fashion,pengeluaran
tiket konser,hiburan,tontonan,pengeluaran
uang saku dr sauudara,hadiah,pemberian_masuk,pemasukan
pesan renang kolam bulan ini,hiburan,aktivitas,pengeluaran
beli ayam penyet di restoran,makanan,makanan,pengeluaran
beli earhpone,belanja,elektronik,pengeluaran
sii iuran warga,tagihan,iuran,pengeluaran
isi paintball arena rutin,hiburan,aktivitas,pengeluaran
beli isi bensin motor sama temen,transport,pribadi,pengeluaran
pesan minuman es cendol,minuman,jajanan,pengeluaran
beli moouse,belanja,belanja,pengeluaran
order minuman energi,minuman,jajanan,pengeluaran
diterima pendapatan,gaji,gaji,pemasukan
beli ksin care korea,belanja,kecantikan,pengeluaran
minum americano,minuman,jajanan,pengeluaran
makan sang di raa cha,makanan,makanan,pengeluaran
beli obat di apotek,kesehatan,apotek,pengeluaran
langganan olahraga,hiburan,streaming,pengeluaran
isi hiburan minggu ini,hiburan,hiburan,pengeluaran
jaket lazada,belanja,fashion,pengeluaran
beli cinemaxx,hiburan,tontonan,pengeluaran
baayr token pln tiap bulan,tagihan,utilitas,pengeluaran
subscribe belanja umum sama temen,belanja,belanja,pengeluaran
taman wisata sama keluarga,hiburan,liburan,pengeluaran
beli mainan,belanja,harian,pengeluaran
bayar kontrak rumah bulan lalu,tagihan,tagihan,pengeluaran
ambil sunscrreen wardah di rumah,belanja,kecantikan,pengeluaran
langganan uang kost bareeng teman,tagihan,sewa,pengeluaran
ngambil beli sesuatu kemarin,belanja,belanja,pengeluaran
bayar tiket gcv kemarin,hiburan,tontonan,pengeluaran
perpanjang citilink promo rutin,transport,pesawat,pengeluaran
belanja di erafoe,belanja,harian,pengeluaran
order biaya berobat bulan ini,kesehatan,kesehatan,pengeluaran
gnopi air putih,minuman,jajanan,pengeluaran
isi mouse wireless baru,belanja,elektronik,pengeluaran
beli kamera di indomaret,belanja,elektronik,pengeluaran
ngambil iuran keamanan tiap bulan,tagihan,iuran,pengeluaran
es doger buat kerja,minuman,jajanan,pengeluaran
yakult,minuman,minuman,pengeluaran
perpanjang ayam goreng tadi,makanan,makanan,pengeluaran
peralatan ruah,belanja,harian,pengeluaran
isi naik kuda bulan ini,transport,transport,pengeluaran
masuk fee tokopedia,gaji,komisi,pemasukan
beli skincare di shopee,belanja,kecantikan,pengeluaran
ngambil kredit hp diskon,tagihan,kredit,pengeluaran
terima hadiah ulang tahn,hadiah,kado,pemasukan
main olahraga,hiburan,aktivitas,pengeluaran
transfer bayaran ke tokopedia,tagihan,tagihan,pengeluaran
beli minuman es teh,minuman,jajanan,pengeluaran
pesan tiket pesawat ke medan pagi tadi,transport,pesawat,pengeluaran
kredit hp cash,tagihan,kredit,pengeluaran
bayar asuraansi kesehatan,tagihan,tagihan,pengeluaran
bayar komisi proyek ke kantor,tagihan,gaji_pihak3,pengeluaran
seafood bareng keluarga,makanan,makanan,pengeluaran
makan di capcay,makanan,makanan,pengeluaran
beli ayam kremes,makanan,makanan,pengeluaran
beli minuman smoothie,minuman,jajanan,pengeluaran
kasih bonus klien,tagihan,gaji_pihak3,pengeluaran
rward aplikasi,hadiah,hadiah,pemasukan
order becak bulan lalu,transport,transport,pengeluaran
bayyar blibli sale promo,belanja,online_shop,pengeluaran
dikasih duit dr teman,hadiah,pemberian_masuk,pemasukan
ngambil priem video,hiburan,streaming,pengeluaran
bayar kredit tiap buaan,tagihan,kredit,pengeluaran
ngambil sewa kos depok tadi,tagihan,sewa,pengeluaran
ngambi cicilan kredivo,tagihan,kredit,pengeluaran
terima hadiah ulang tahun ibu bareng teman,hadiah,kado,pemasukan
bayar allianz bulanan rutin,tagihan,asuransi,pengeluaran
sudaah terima tunjangan,gaji,bonus,pemasukan
ramen di warteg,makanan,makanan,pengeluaran
commuter line ke rumah sakit,transport,umum,pengeluaran
ambil tagihan macam-macam bareng keluarga,tagihan,tagihan,pengeluaran
bayar liburan bali kemarin,hiburan,liburan,pengeluaran
ngambil garuda ke bali sama temen,transport,pesawat,pengeluaran
nerima honor dari perusahaan,gaji,komisi,pemasukan
beli kemeja di blili,belanja,fashion,pengeluaran
biznet tiap buulan,tagihan,internet_pulsa,pengeluaran
diterima komisi dari asuransi,gaji,komisi,pemasukan
pesan tokopedia tiap bulan,belanja,online_shop,pengeluaran
beli sewa kontrakan baru,tagihan,sewa,pengeluaran
bubur aam malam ini,makanan,makanan,pengeluaran
bayar iuran keamanan pagi tadi,tagihan,iuran,pengeluaran
diterima hadiah dari keluarga bulan lalu,hadiah,hadiah,pemasukan
obat batuk taip bulan,kesehatan,obat,pengeluaran
langganan bayar pdam bulanan sama temen,tagihan,utilitas,pengeluaran
ambbil main main di rumah,hiburan,hiburan,pengeluaran
gpay bills,tagihan,tagihan,pengeluaran
beli samo,belanja,kecantikan,pengeluaran
beli dota 2,hiburan,game,pengeluaran
ngambil ojek pangkalan bulan lalu,transport,transport,pengeluaran
langgaanan genshin impact top up baru,hiburan,game,pengeluaran
angsuran bulan llu,tagihan,kredit,pengeluaran
perpanjang es dawet rutin,minuman,jajanan,pengeluaran
bayarkan ke rekening papa,tagihan,tagihan,pengeluaran
roti,makanan,jajanan,pengeluaran
bayar belana toko via transfer,belanja,belanja,pengeluaran
beli brown sugar boba,minuman,jajanan,pengeluaran
isi asuransi pendidikan maalm ini,tagihan,asuransi,pengeluaran
kasih komisi kepada makelar,tagihan,gaji_pihak3,pengeluaran
pesan ojek pangkalan baru,transport,transport,pengeluaran
unng dari orang tua,hadiah,hadiah,pemasukan
beli resep di guardian,kesehatan,apotek,pengeluaran
blue bird,transport,umum,pengeluaran
makan janji jiwa makanan,makanan,makanan,pengeluaran
bayar ojol,transport,online,pengeluaran
bonus komisi dari penjualan,gaji,bonus,pemasukan
beli hiburan,hiburan,hiburan,pengeluaran
pesan traveling ke bali idskon,hiburan,liburan,pengeluaran
nonton bioskop,hiburan,tontonan,pengeluaran
bayaran freelance bulan lalu,gaji,gaji,pemasukan
pesan minuman cold brew,minuman,jajanan,pengeluaran
insentif dari klien,gaji,bonus,pemasukan
bayar angsuarn rumah bulan lalu,tagihan,kredit,pengeluaran
bayar tukang ojek bareng teman,transport,transport,pengeluaran
beli kado ulang tahun,belanja,harian,pengeluaran
ambil tteokbokki bareng keluarga,makanan,makanan,pengeluaran
menerima hadiah tak terduga bareng teman,hadiah,hadiah,pemasukan
bayarkan komisi ke agen,tagihan,gaji_pihak3,pengeluaran
order gorengan,makanan,jajanan,pengeluaran
espresso sore tadi,minuman,jajanan,pengeluaran
ngambil taksi blue bird,transport,umum,pengeluaran
lazada promo kemarin,belanja,online_shop,pengeluaran
sate kambing pagi tadi,makanan,makanan,pengeluaran
belanja celana,belanja,fashion,pengeluaran
beli kosmetik mac,belanja,kecantikan,pengeluaran
isi kue brownies,makanan,jajanan,pengeluaran
fee komisi dari referral,gaji,komisi,pemasukan
dikasih uang dari keularga,hadiah,pemberian_masuk,pemasukan
masuk bayaran dari tokopedia,gaji,gaji,pemasukan
subscribe biaya berobat ddi kantor,kesehatan,kesehatan,pengeluaran
booking airbnb,hiburan,liburan,pengeluaran
ngambil iuran air bulanan bareng teman,tagihan,utilitas,pengeluaran
isi beli barang minggu ini,belanja,belanja,pengeluaran
parkr mobil,transport,transport,pengeluaran
subscribe belanja umum promo,belanja,belanja,pengeluaran
kosmetik tokopedia,belanja,kecantikan,pengeluaran
naik mrt ke kantor,transport,umum,pengeluaran
menerima tp dari teman kemarin,hadiah,reward,pemasukan
belanja di cardinal,belanja,harian,pengeluaran
beli pertalite minggu ini,transport,pribadi,pengeluaran
belanja superindo,belanja,belanja,pengeluaran
tiket festival saa pacar,hiburan,liburan,pengeluaran
langganan prime video,hiburan,streaming,pengeluaran
beli bpjs bulanan minggu ini,tagihan,asuransi,pengeluaran
pesan uc ubg tiap bulan,hiburan,game,pengeluaran
keripik isngkong tiap bulan,makanan,jajanan,pengeluaran
beli bpjs bulanan diskon,tagihan,asuransi,pengeluaran
perpanjang bengkel motor di kantor,transport,pribadi,pengeluaran
komisi diterima dari platform,gaji,komisi,pemasukan
beli fanta,minuman,jajanan,pengeluaran
upah harain ke rkening,gaji,gaji,pemasukan
pesan bluebird ke bandara via transfer,transport,umum,pengeluaran
doorprize dari saudara,hadiah,undian,pemasukan
uang lembur dari bos,gaji,komisi,pemasukan
beli tas di indomaret,belanja,fashion,pengeluaran
beli tissue di supermarket,belanja,harian,pengeluaran
isi beli sesuatu rutin,belanja,belanja,pengeluaran
perpanjang by u 50gb rutin,tagihan,internet_pulsa,pengeluaran
beli alat tulis,belanja,harian,pengeluaran
gaji pertama dari proyek,gaji,gaji,pemasukan
isi naik angkot cash,transport,transport,pengeluaran
bayar premi asuransi tiap bulan,tagihan,asuransi,pengeluaran
ngambil mouse wireless sama temen,belanja,elektronik,pengeluaran
dikaasih uang,hadiah,hadiah,pemasukan
bayar grab car,transport,online,pengeluaran
sushi di rumah makan,makanan,makanan,pengeluaran
beli alaat mkan,belanja,belanja,pengeluaran
langganan biaya kesehatan bulan lalu,kesehatan,kesehatan,pengeluaran
pesan air kelapa,minuman,minuman,pengeluaran
gaji masuk,gaji,gaji,pemasukan
langganan netflix bulanan,hiburan,streaming,pengeluaran
ambil laptop asus pagi tadi,belanja,elektronik,pengeluaran
isi kredit elektroonik akulaku bareng keluarga,tagihan,kredit,pengeluaran
dapet komisi proyek kantor,gaji,komisi,pemasukan
isi grab motor minggu ini,transport,online,pengeluaran
bayar kreedit bulan ini,tagihan,kredit,pengeluaran
bayar grab car bulan ini,transport,online,pengeluaran
isi disney hotstar tadi,hiburan,streaming,pengeluaran
periksa di rotgen,kesehatan,konsul,pengeluaran
pesan biaya berobat minggu ini,kesehatan,kesehatan,pengeluaran
peranjang tiket citilink ekonomi rutin,transport,pesawat,pengeluaran
hbo go diskon,hiburan,streaming,pengeluaran
isi naik kuda via transfer,transport,transport,pengeluaran
perpanjang token pln 100rb pagi tadi,tagihan,utilitas,pengeluaran
isi youtube premium kemarin,hiburan,streaming,pengeluaran
subscribe kesehatan umum promo,kesehatan,kesehatan,pengeluaran
doorprize dari keluaarga,hadiah,undian,pemasukan
elektronik lazada,belanja,elektronik,pengeluaran
perpanjang biznet rumah di rumah,tagihan,internet_pulsa,pengeluaran
lnggnan disney+ bulanan,hiburan,streaming,pengeluaran
subscribe tambal ban di kantor,transport,pribadi,pengeluaran
perpanjang bayar istrik pln minggu ini,tagihan,utilitas,pengeluaran
bayar vitamin d kemarin,kesehatan,obat,pengeluaran
bayar vitalis,minuman,minuman,pengeluaran
subscribe akupunktur pagi tadi,kesehatan,prosedur,pengeluaran
pesan grab malam,transport,online,pengeluaran
ketoprak di kantin,makanan,makanan,pengeluaran
anik maxim ke sekolah,transport,online,pengeluaran
kwetiau siang tadi,makanan,makanan,pengeluaran
sepatu,belanja,fashion,pengeluaran
beli minuman kopi susu,minuman,jajanan,pengeluaran
sudah terima honor kerja,gaji,komisi,pemasukan
isi trip alam kemarin,hiburan,liburan,pengeluaran
pesan klinik gigi saam temen,kesehatan,konsul,pengeluaran
dapet gaji lembur,gaji,komisi,pemasukan
hadiah undan lebaran,hadiah,hadiah,pemasukan
order etoll mandiri kemarin,transport,pribadi,pengeluaran
subscribe lawson di rumah,belanja,harian,pengeluaran
beli di sshi tei,makanan,makanan,pengeluaran
ambil deezer premium pagi tadi,hiburan,streaming,pengeluaran
langganna ban mobil tadi,transport,pribadi,pengeluaran
diterima kado dari ortu rutin,hadiah,kado,pemasukan
bayar fee broker,tagihan,gaji_pihak3,pengeluaran
beli sandal di mall,belanja,fashion,pengeluaran
order biaya kesehatan di rumah,kesehatan,kesehatan,pengeluaran
ambil token listrik promo,tagihan,utilitas,pengeluaran
perpanjang biaya berobat tiap bulan,kesehatan,kesehatan,pengeluaran
isi smoothie strawberry diskon,minuman,jajanan,pengeluaran
cashback dr tante,hadiah,reward,pemasukan
beli makanan tongseng,makanan,makanan,pengeluaran
diterima hadiah lebaran ortu diskon,hadiah,kado,pemasukan
dapet bayaran dr klien,gaji,gaji,pemasukan
bayaran bln ini,gaji,gaji,pemasukan
main bowling via transfre,hiburan,aktivitas,pengeluaran
dikirimi uang dari ortu,hadiah,pemberian_masuk,pemasukan
dapat fee proyek baru,gaji,komisi,pemasukan
subscribe bpjs bulanan tiap bulan,tagihan,asuransi,pengeluaran
makan siang di bakso boedjangan,makanan,makanan,pengeluaran
ngopi suusu segar,minuman,jajanan,pengeluaran
langganan hangout teman di kantor,hiburan,hiburan,pengeluaran
rezeki nomplok dari saudara,hadiah,pemberian_masuk,pemasukan
beli sepatu di bukalapak,belanja,fashion,pengeluaran
beli elektronik,belanja,elektronik,pengeluaran
kado pernikahan uang,hadiah,kado,pemasukan
subscribe es teh kearin,minuman,jajanan,pengeluaran
servis mobil,transport,transport,pengeluaran
grab car ke stasiun,transport,online,pengeluaran
insentif komisi dari tokopedia,gaji,bonus,pemasukan
bayar garuda ke bali diskon,transport,pesawat,pengeluaran
beli peralatan dapur di tokopedia,belanja,online_shop,pengeluaran
bayar minimarket alfamart di kantor,belanja,harian,pengeluaran
subscribe alkohol 70% via transfer,kesehatan,obat,pengeluaran
checkout sopee,belanja,belanja,pengeluaran
subscribe beli barang promo,belanja,belanja,pengeluaran
bayar shopee live di ruumah,belanja,online_shop,pengeluaran
dapat kado lahiran bulan lalu,hadiah,kado,pemasukan
gajian bonus karyawan,tagihan,gaji_pihak3,pengeluaran
uang dari teman kuliah,hadiah,hadiah,pemasukan
ngambil smartfren bulanan bareng keluarga,tagihan,internet_pulsa,pengeluaran
thr bulan ini bulan lalu,gaji,bonus,pemasukan
biaya ban motor,transport,pribadi,pengeluaran
bayar tagihan listrik buan ini,tagihan,utilitas,pengeluaran
hadiah epnrikahan,hadiah,hadiah,pemasukan
subscribe bayar kos bulanan sama temen,tagihan,sewa,pengeluaran
kado wisudda adik tadi,hadiah,kado,pemasukan
subscribe aqua botol diskon,minuman,minuman,pengeluaran
order biaya kesehatan baru,kesehatan,kesehatan,pengeluaran
konsultaasi dental,kesehatan,konsul,pengeluaran
lipstik mac malam ini,belanja,kecantikan,pengeluaran
minan alzada,belanja,belanja,pengeluaran
biaya akupunktur,kesehatan,prosedur,pengeluaran
beli laptop di tokopedia,belanja,elektronik,pengeluaran
headset bukalapak,belanja,elektronik,pengeluaran
order transjakarta rutin,transport,umum,pengeluaran
kirim ke kakak,tagihan,tagihan,pengeluaran
juara lmoba tak terduga,hadiah,hadiah,pemasukan
pesan makan mie gacoan,makanan,makanan,pengeluaran
perpanjang kos jakarta baru,tagihan,sewa,pengeluaran
subscribe main bowling di rumah,hiburan,aktivitas,pengeluaran
slip gajji sudah cair,gaji,gaji,pemasukan
langganan jalan jalan iseng malam ini,hiburan,hiburan,pengeluaran
subscribe vaksinasi covid cash,kesehatan,prosedur,pengeluaran
makan malam di domino pizza,makanan,makanan,pengeluaran
langganan renang,hiburan,streaming,pengeluaran
ngopi cold brew,minuman,jajanan,pengeluaran
beli top up diamond,hiburan,game,pengeluaran
bbm,transport,transport,pengeluaran
masuk bonus klien baru,gaji,bonus,pemasukan
dapt giveaway shopee promo,hadiah,undian,pemasukan
beli minuman es jeruk,minuman,jajanan,pengeluaran
beli makanan shawarma siang tadi,makanan,makanan,pengeluaran
satte ayam di kantin,makanan,makanan,pengeluaran
teguk,minuman,jajanan,pengeluaran
tunjangan dari proyek,gaji,bonus,pemasukan
beli minuman jus mangga,minuman,jajanan,pengeluaran
ngambil biaya kesehatan kemarin,kesehatan,kesehatan,pengeluaran
bayar biaya berobat bareng teman,kesehatan,kesehatan,pengeluaran
pesan karaoke inul vizta sama temn,hiburan,aktivitas,pengeluaran
byr komisi atasan,tagihan,gaji_pihak3,pengeluaran
masuk reward kartu kredit rutin,hadiah,reward,pemasukan
isi maxim car bareng teman,transport,online,pengeluaran
geprek bensu baru,makanan,makanan,pengeluaran
ngambil museum gajah,hiburan,liburan,pengeluaran
trktiran balik dari ortu,hadiah,reward,pemasukan
sewa rumah bulan ini,tagihan,tagihan,pengeluaran
tiket garuda,transport,pesawat,pengeluaran
dkiiri uang lebaran,hadiah,hadiah,pemasukan
diterima menang giveaway tokoppedia minggu ini,hadiah,undian,pemasukan
beri gaji buruh,tagihan,gaji_pihak3,pengeluaran
beli belanja online umum bareng keluarga,belanja,belanja,pengeluaran
isi disney plus di kantor,hiburan,streaming,pengeluaran
epsan minuman bandrek,minuman,jajanan,pengeluaran
insentif,gaji,bonus,pemasukan
beli soo ayam di mall,makanan,makanan,pengeluaran
pecel ayam paagi tadi,makanan,makanan,pengeluaran
asuransi jiwa bulan lalu,tagihan,asuransi,pengeluaran
belanjja deterjen,belanja,harian,pengeluaran
ngambil air kelapa via transfer,minuman,minuman,pengeluaran
traveling sama keluarga,hiburan,liburan,pengeluaran
order aksesoris hp bareng teman,belanja,elektronik,pengeluaran
order apotik kimia farma bareng teman,kesehatan,apotek,pengeluaran
order tiket pesawat ke jogja promo,transport,pesawat,pengeluaran
dikasih buah dari om,hadiah,hadiah,pemasukan
diterima kado dair ortu kemarin,hadiah,kado,pemasukan
milk tea menantea,minuman,jajanan,pengeluaran
pesan usg kehamilan promo,kesehatan,prosedur,pengeluaran
pesawat ke mdean,transport,pesawat,pengeluaran
isi token pln 100rb pagi tadi,tagihan,utilitas,pengeluaran
bayar klinik pratama sama temen,kesehatan,konsul,pengeluaran
ngambil etoll mandiri kemarin,transport,pribadi,pengeluaran
sudah terima uang lembur,gaji,komisi,pemasukan
bayar ke tomoro coffee bayaran,tagihan,tagihan,pengeluaran
anggpau dr keluarga,hadiah,hadiah,pemasukan
topi lazada,belanja,fashion,pengeluaran
ahnd sanitizer,kesehatan,kesehatan,pengeluaran
mampir dum dum,minuman,minuman,pengeluaran
shopeefood,makanan,makanan,pengeluaran
langganan super air jet rutin,transport,pesawat,pengeluaran
masuk hadiah undian bank tiap bulan,hadiah,undian,pemasukan
frestea,minuman,jajanan,pengeluaran
maxim mootr ke stasiun,transport,online,pengeluaran
naik taksi,transport,umum,pengeluaran
bpjs bulanan malam ini,tagihan,asuransi,pengeluaran
bayar thr pegawai,tagihan,tagihan,pengeluaran
dapet menang kuis di rumah,hadiah,undian,pemasukan
kirim ke babysitter,tagihan,tagihan,pengeluaran
beli kuota indosat tiap bulan,tagihan,internet_pulsa,pengeluaran
perpanjang bayar bjs kesehatan kemarin,tagihan,asuransi,pengeluaran
ngopi di starbucks,minuman,jajanan,pengeluaran
bleanja di minimarket,belanja,harian,pengeluaran
gaji mgaang via transfer,gaji,gaji,pemasukan
langganan bayar tagihan tiap bulan,tagihan,tagihan,pengeluaran
beli tripod baru,belanja,elektronik,pengeluaran
transfer bayaran ke mitra,tagihan,tagihan,pengeluaran
dikasih duit dari om via transfer,hadiah,pemberian_masuk,pemasukan
perpanjang pertamax turbo di rumah,transport,pribadi,pengeluaran
ambil beli obat di kimia farma sama temen,kesehatan,apotek,pengeluaran
tunjangan kinerja bulan ini,gaji,bonus,pemasukan
fitness mingguan,hiburan,aktivitas,pengeluaran
beli aqua botol pagi tadi,minuman,minuman,pengeluaran
lawson,belanja,harian,pengeluaran
ngambil shopping center tadi,belanja,belanja,pengeluaran
beli minyak ikan di kimia farma,kesehatan,apotek,pengeluaran
order gado-gado,makanan,makanan,pengeluaran
gjai ke rekening,gaji,gaji,pemasukan
kfc ayam,makanan,makanan,pengeluaran
beli beli barang di kkantor,belanja,belanja,pengeluaran
langganan kos di kampus cash,tagihan,sewa,pengeluaran
perpanjang biaya berobat bareng teman,kesehatan,kesehatan,pengeluaran
bayar ke grab bayaran,tagihan,tagihan,pengeluaran
subscribe sabun mandi nivea pagi tadi,belanja,kecantikan,pengeluaran
transmart cibubur tiap bulan,belanja,harian,pengeluaran
dapet komisi dari atasan,gaji,komisi,pemasukan
beli sabun lifebuoy via transfer,belanja,kecantikan,pengeluaran
token listrik baru,tagihan,utilitas,pengeluaran
byr bonus ke agen,tagihan,tagihan,pengeluaran
rewarrd aplkiasi,hadiah,reward,pemasukan
langganan celana training bareng keluarga,belanja,fashion,pengeluaran
beli makanan ansi uduk,makanan,makanan,pengeluaran
pesan capcay,makanan,makanan,pengeluaran
biaya lab,kesehatan,prosedur,pengeluaran
mainan lzaada,belanja,harian,pengeluaran
vitamin d rutin,kesehatan,obat,pengeluaran
fee freelance dr bos,gaji,komisi,pemasukan
beli mouse di supermarket,belanja,elektronik,pengeluaran
hadiah dari keluarga,hadiah,hadiah,pemasukan
beli top up game kemarin,hiburan,game,pengeluaran
komisi ke broker,tagihan,gaji_pihak3,pengeluaran
perpanjang isi bensin mottor rutin,transport,pribadi,pengeluaran
token listrik cash,tagihan,utilitas,pengeluaran
peranjang langganan netflix,hiburan,streaming,pengeluaran
ngambil flashdisk 64gb pagi tadi,belanja,elektronik,pengeluaran
rgocery di apsar,belanja,belanja,pengeluaran
ambil shopping center sama temen,belanja,belanja,pengeluaran
pesan iuran kebersihan di rumah,tagihan,iuran,pengeluaran
order fried chicken bareng teman,makanan,makanan,pengeluaran
order escape room sama temen,hiburan,aktivitas,pengeluaran
sriwijaya ke surabaaya,transport,pesawat,pengeluaran
subscribe beli sesuatu tiap bulan,belanja,belanja,pengeluaran
subscribe ivdio,hiburan,streaming,pengeluaran
dapat kado kemarrin,hadiah,kado,pemasukan
uang dari bibi,hadiah,hadiah,pemasukan
ambil pocari sweat promo,minuman,minuman,pengeluaran
perpanjang rawat inap rumah sakit diskon,kesehatan,prosedur,pengeluaran
makan di pizza,makanan,makanan,pengeluaran
ambil uc upbg sama temen,hiburan,game,pengeluaran
belanja di ranch market,belanja,belanja,pengeluaran
isi isi bensin motor bulan ini,transport,pribadi,pengeluaran
komisi ke reseller,tagihan,gaji_pihak3,pengeluaran
dpaat tip dari ortu,hadiah,reward,pemasukan
dikirimi uang lebaran,hadiah,pemberian_masuk,pemasukan
terima bonus performance cash,gaji,bonus,pemasukan
subscribe belanja shopee,belanja,online_shop,pengeluaran
langgaann token pln 100rb bulan ini,tagihan,utilitas,pengeluaran
museum gajah tiap bulan,hiburan,liburan,pengeluaran
es kelapa pagi,minuman,jajanan,pengeluaran
giveaway intagram sama temen,hadiah,undian,pemasukan
subscribe deezer,hiburan,streaming,pengeluaran
byr ban mobil,transport,pribadi,pengeluaran
iis ojek pangkalan minggu ini,transport,transport,pengeluaran
beli top up pubg,hiburan,game,pengeluaran
bli karaoke inul vizta kemarin,hiburan,aktivitas,pengeluaran
biaya periksa dokter,kesehatan,konsul,pengeluaran
bataagor siang tadi,makanan,makanan,pengeluaran
kirim ke asisten,tagihan,tagihan,pengeluaran
order koi soe,minuman,minuman,pengeluaran
ngamibl kereta cepat baru,transport,umum,pengeluaran
bayar cek darah,kesehatan,prosedur,pengeluaran
hadiah lebaran ortu pagi tadi,hadiah,kado,pemasukan
inteernet bulan lalu,tagihan,tagihan,pengeluaran
transfer ke thr pegawai tiap bulan,tagihan,tagihan,pengeluaran
bonus kerja bulan ini,gaji,bonus,pemasukan
beli vitamin c,kesehatan,obat,pengeluaran
ordr k24 langganan diskon,kesehatan,apotek,pengeluaran
hadiah undian dari teman,hadiah,undian,pemasukan
jajan bakmi,makanan,makanan,pengeluaran
beli mrt jakarta bulan lalu,transport,umum,pengeluaran
pin reward drai keluarga,hadiah,reward,pemasukan
katering,makanan,makanan,pengeluaran
bonus kinerja dari prusahaan,gaji,bonus,pemasukan
kado lahiran via trransfer,hadiah,kado,pemasukan
isi indihome bulnan baru,tagihan,internet_pulsa,pengeluaran
juara lomba,hadiah,undian,pemasukan
bayar premiiere film rutin,hiburan,tontonan,pengeluaran
ngambil kelapa muda bareng teman,minuman,minuman,pengeluaran
makan nasi campur,makanan,makanan,pengeluaran
perpanjang rumah sakit periksa diskon,kesehatan,konsul,pengeluaran
bayaran kerja dari proyek,gaji,gaji,pemasukan
mampir gogo curry,makanan,makanan,pengeluaran
transfer komisi ke perusahaan,tagihan,gaji_pihak3,pengeluaran
langganan liburan bali baru,hiburan,liburan,pengeluaran
ditransfer dari teman kuliah,hadiah,hadiah,pemasukan
blue bird bolak balik,transport,umum,pengeluaran
komisi dari app,gaji,komisi,pemasukan
peasn rawat inap rumah sakit bulan ini,kesehatan,prosedur,pengeluaran
gaji freelance via trasnfer,gaji,gaji,pemasukan
